metric,mean,std,min,max
mse,0.22822895077615976,0.0969549500100351,0.011334248818457127,0.6552355885505676
ssim,0.2549397369535562,0.18318365019431618,-0.021647041585138065,0.9112666469713873
psnr,12.938734771683903,2.440695931707482,7.856624932968374,25.476672675307697
pixcorr,0.5678396224975586,0.18574686348438263,0.0017500333487987518,0.9927674531936646
fid,0.01673354022204876,0.009702683426439762,4.176276343059726e-05,0.040620651096105576
clip_similarity,0.8661314845085144,0.06160678341984749,0.6279468536376953,0.9968379735946655
