sample_id,mse,ssim,psnr,pixcorr,fid,clip_similarity
85,0.43598324060440063,0.05907758274755425,9.625901854938794,0.19875711,0.0100651765,0.726073
86,0.236960306763649,0.47535135309319665,12.273843690977117,0.6377201,0.0018392735,0.85809755
87,0.19806994497776031,0.1903840843633814,13.052414619987093,0.58802325,0.019502342,0.8887536
88,0.27143603563308716,0.2472914972237681,11.683924780736652,0.5183377,0.026862055,0.83200914
89,0.31704339385032654,0.09212286415454438,11.009412779577378,0.30172986,0.015330833,0.80176866
90,0.22042405605316162,0.160975022453859,12.588010412371002,0.52118707,0.017167987,0.8741309
91,0.3018741309642792,0.13871071715661218,11.22234120362503,0.5419574,0.0362875,0.81367624
92,0.2048366665840149,0.19216373025254835,12.906522660386052,0.5553911,0.019107666,0.8799453
93,0.019920747727155685,0.8662821529202225,23.02754305396845,0.97905356,0.0011435383,0.98967546
94,0.1563299149274826,0.24049453264773893,14.08017911568069,0.62173545,0.011966247,0.9139432
95,0.19351427257061005,0.338066829699919,13.153469698717203,0.6556962,0.021969102,0.88435453
96,0.21893242001533508,0.17389163893610451,12.617499226348967,0.54467696,0.018568126,0.8767943
97,0.39368730783462524,0.14288986218336264,10.069085663886675,0.36222294,0.030723916,0.75338334
98,0.27888768911361694,0.17304932294713626,11.566306283791466,0.6018225,0.035284854,0.82932144
99,0.2597249746322632,0.23516303956138704,11.875462644285342,0.63984424,0.032165624,0.84285337
100,0.18965008854866028,0.2200313249458838,13.241069346754788,0.6092655,0.01895495,0.8927387
101,0.2074461132287979,0.4874415687919274,12.851546881012702,0.73253214,0.005640872,0.877938
102,0.33209657669067383,0.05100288164684879,10.80795652367247,0.23068485,0.018887417,0.7913387
103,0.20740121603012085,0.3266323752757085,12.852486973020529,0.75515306,0.027047798,0.8784534
104,0.2286335676908493,0.2740401051022605,12.429199954566645,0.7229042,0.031349804,0.8654747
105,0.38989171385765076,0.08624321295016768,10.111159466644683,0.35608655,0.03535484,0.7525976
106,0.1127064973115921,0.3621888777781035,15.501110567027307,0.6894591,0.0096251,0.94197804
107,0.3780343532562256,0.1097062496208174,10.245287154118918,0.28569144,0.014915417,0.7568527
108,0.2852133512496948,0.07892938561306714,11.468901531873186,0.29135734,0.0056502507,0.8293206
109,0.2736862003803253,0.23642582632453937,11.648071220540725,0.51627624,0.028311426,0.8300128
110,0.21654759347438812,0.48368877226333384,12.665066583854106,0.7206608,0.004664026,0.87274325
111,0.1658257693052292,0.29252510075457394,13.82408000007583,0.6748219,0.016248519,0.90371877
112,0.12017479538917542,0.5377043560378192,15.222465751019547,0.919781,0.02088535,0.93572474
113,0.3611918091773987,0.13821020666755204,10.44322106585482,0.40305507,0.016669659,0.7725186
114,0.09303683042526245,0.4210701977655454,16.33405105009144,0.77277684,0.009673754,0.95504415
115,0.017015697434544563,0.8956358032531975,23.71210236749679,0.9753021,0.00013876255,0.9904617
116,0.13735345005989075,0.2968560254654928,14.642204366156657,0.68736804,0.013394354,0.9267295
117,0.14503617584705353,0.2680515659326487,14.405836714990324,0.6595318,0.012941694,0.9216173
118,0.2924749553203583,0.14980647163905783,11.359713186231328,0.5628257,0.03506099,0.8198845
119,0.20471526682376862,0.17668100764055175,12.909097623566723,0.56065214,0.018955404,0.88325256
120,0.22459903359413147,0.34362294312762787,12.506520908623656,0.6587616,0.02747374,0.8658962
121,0.318439245223999,0.1938855511303279,10.990334266002627,0.5481849,0.038161773,0.8025093
122,0.21299748122692108,0.5082850755929357,12.736855634310032,0.73018485,0.0032349287,0.87624824
123,0.2803668975830078,0.21642163933869565,11.543332788351995,0.4928831,0.029066551,0.8250361
124,0.21738453209400177,0.18777720559652258,12.64831367554786,0.54339504,0.016536538,0.87597185
125,0.22462689876556396,0.12557084346502406,12.505982584988374,0.36286005,0.005206534,0.8683439
126,0.2996613383293152,0.20031819560359163,11.254293065038347,0.437944,0.022876907,0.8116344
127,0.24578598141670227,0.12674686486612954,12.1150288189349,0.46000102,0.0155794015,0.8572396
128,0.14456871151924133,0.28054363112243647,14.419857073543414,0.6645861,0.011344377,0.92220867
129,0.15257084369659424,0.20867616737748243,14.185884064702815,0.7179631,0.017103083,0.92191905
130,0.1957339644432068,0.35156466110565215,13.103937998230412,0.7833486,0.026926048,0.88614744
131,0.013078448362648487,0.8885628623841715,24.855037582289047,0.9797549,4.207871e-05,0.9926097
132,0.292226105928421,0.10090237939987651,11.363409663299597,0.33466607,0.021923643,0.81876445
133,0.18632328510284424,0.22021445265964149,13.317928409160217,0.62643576,0.019424314,0.8943066
134,0.2361658811569214,0.3661013968270378,12.28842814594599,0.61137056,0.019202033,0.8584776
135,0.2186046540737152,0.5021988795930882,12.624005800612695,0.72304034,0.0028315063,0.87269723
136,0.3148370385169983,0.12507534961969966,11.039741470902857,0.50814635,0.036320876,0.80560064
137,0.28541097044944763,0.13857533978918868,11.465892909799383,0.37193388,0.020777171,0.8237896
138,0.21007733047008514,0.19315653833040383,12.796807984274048,0.5658952,0.018274935,0.8819353
139,0.249200701713562,0.23633086855411684,12.055107317845717,0.66449153,0.030323079,0.8494318
140,0.2601682245731354,0.22978690073128852,11.86805759715751,0.63915,0.03229976,0.8428685
141,0.14179491996765137,0.28923950535591597,14.50399311088294,0.6522348,0.009343253,0.9199885
142,0.19266654551029205,0.18628352858764283,13.17253713133399,0.5376745,0.015213165,0.895175
143,0.2594202756881714,0.22656112297042177,11.880561027820207,0.64384997,0.032954805,0.8433703
144,0.28427305817604065,0.21519708808743365,11.483242472825388,0.47953033,0.027423542,0.8224628
145,0.21007545292377472,0.17943662205340113,12.796847099537827,0.56093144,0.018559914,0.8811204
146,0.2242027223110199,0.18970346944059968,12.514191189155655,0.4040641,0.007267995,0.86975086
147,0.1844424605369568,0.2287528924990353,13.361991010756835,0.62746435,0.019078905,0.89408594
148,0.37641996145248413,0.10207608751789089,10.263873524249014,0.39147544,0.033651628,0.76177007
149,0.1498137265443802,0.22414565880057472,14.265083734981,0.7111973,0.01233376,0.92289865
150,0.43112701177597046,0.05671803090291546,9.67454757642505,0.29615024,0.023293102,0.7270555
151,0.22462616860866547,0.10822615136541106,12.505996405956521,0.32313597,0.0046470156,0.86815464
152,0.23417428135871887,0.28953724462839137,12.32520809104191,0.69922125,0.029915312,0.8620218
153,0.12964650988578796,0.6118083733724707,14.892991600368317,0.8298385,0.0014547047,0.9248185
154,0.259884238243103,0.20821644219691088,11.872800484035661,0.65282357,0.034488328,0.8425038
155,0.17141547799110413,0.20396847816940983,13.68009924934864,0.56333816,0.01080923,0.9020981
156,0.026742147281765938,0.807981600932977,21.748637163249903,0.96477216,0.0018638127,0.98638266
157,0.22823259234428406,0.2797524044646166,12.436822842169553,0.71074915,0.02854357,0.86370385
158,0.28397136926651,0.22597949213227103,11.487854232070466,0.4797932,0.024372673,0.822574
159,0.2829338014125824,0.22948783671354475,11.50375161692429,0.4829257,0.02427253,0.8233392
160,0.26307687163352966,0.1891008351885229,11.819773476176445,0.45086497,0.01856081,0.8398473
161,0.2501974403858185,0.28267978805681104,12.037771563350798,0.69805586,0.03422098,0.85017204
162,0.29083433747291565,0.15663745367566648,11.384143285377382,0.56733674,0.034868933,0.8210044
163,0.0983458086848259,0.407971193546037,16.093041651331998,0.7451905,0.009160209,0.95076513
164,0.29591456055641174,0.17093155101051818,11.308936395351509,0.5391996,0.031168912,0.8169312
165,0.18256276845932007,0.3823579060229327,13.40647780545017,0.8056816,0.025285346,0.8960472
166,0.21053637564182281,0.5033321112536147,12.787328543992631,0.7312131,0.0039767786,0.8770386
167,0.34686779975891113,0.15220691072059436,10.618959648691707,0.4680087,0.035418905,0.78271514
168,0.27139878273010254,0.19177519825473813,11.68452097147689,0.62526643,0.03541688,0.8342587
169,0.28236377239227295,0.22336919295836302,11.512510192201397,0.48502266,0.026126076,0.82388604
170,0.26286232471466064,0.06831805299805653,11.823316665605164,0.43183142,0.016794115,0.85497254
171,0.3145535886287689,0.08805951670768059,11.043653644003237,0.2702899,0.02282783,0.8088729
172,0.2241777628660202,0.0954235628226959,12.51467470900721,0.34767833,0.009685829,0.8715259
173,0.3356326222419739,0.05452997192675926,10.761957902932513,0.23118316,0.0072839665,0.8002417
174,0.21443168818950653,0.10240804739021032,12.70771056464525,0.53237355,0.018977992,0.88528633
175,0.3640446662902832,0.12713201840690525,10.409053243562585,0.3093319,0.014987362,0.7690974
176,0.321376770734787,0.16222657009618635,10.950455186752034,0.51729125,0.035102997,0.8077667
177,0.2644999027252197,0.18006170129794088,11.796344577465936,0.43609223,0.020218516,0.8383188
178,0.25019097328186035,0.36711708262151466,12.037883280819855,0.6598264,0.015007892,0.84883416
179,0.2929782569408417,0.10542131761376518,11.35224584370234,0.32749754,0.023982385,0.81817055
180,0.20294785499572754,0.523206488049525,12.9467554196739,0.744027,0.0037613022,0.8825419
181,0.2865787446498871,0.1606800482431109,11.448160317807076,0.578374,0.03514855,0.8241899
182,0.15790194272994995,0.4845630677622812,14.036725002371886,0.8078192,0.014787906,0.91111445
183,0.13075217604637146,0.5994459363922462,14.856110551865125,0.8271804,0.0022386187,0.9239245
184,0.44767940044403076,0.041101008587375414,9.510928923122295,0.2710522,0.021137005,0.71447736
185,0.1809224635362625,0.16495799038846387,13.44567526899936,0.6443577,0.017751466,0.9081117
186,0.17367400228977203,0.16708125125483056,13.623251759573067,0.66984737,0.020400465,0.9119015
187,0.1969902068376541,0.15731090881314785,13.076153472840033,0.61406016,0.016859416,0.9001656
188,0.16839073598384857,0.17804534850263976,13.757417993048993,0.6699246,0.018722184,0.91150415
189,0.2292647808790207,0.13144177285119643,12.417226058973439,0.49068496,0.018292688,0.86817455
190,0.29857510328292847,0.14648719974033428,11.270064037367398,0.54101527,0.033804532,0.8157224
191,0.2948865592479706,0.14799487083950194,11.324049937899831,0.5623268,0.036526423,0.81830657
192,0.17679540812969208,0.16446947090617334,13.54589039635108,0.6520436,0.018583534,0.90927225
193,0.3021714985370636,0.15739380990776564,11.218065098073298,0.53398514,0.035124123,0.8128377
194,0.18853595852851868,0.2265353080973391,13.266658208506428,0.6128362,0.018928243,0.89129424
195,0.1996227353811264,0.21056072698699932,13.018499910808083,0.595317,0.017802075,0.89035547
196,0.30266422033309937,0.16879934772904645,11.210989320913685,0.42384744,0.02955271,0.809595
197,0.20207451283931732,0.4409943553462744,12.965483846494276,0.7477057,0.015722206,0.88169754
198,0.16590476036071777,0.27739683615547905,13.82201094183825,0.6866458,0.018410329,0.9057202
199,0.195782870054245,0.1252715625003565,13.102853000017323,0.57615095,0.018948158,0.89418805
200,0.07684507966041565,0.6404262429770959,17.16443926946905,0.9580189,0.0136356605,0.96716607
201,0.17207682132720947,0.2604200635249688,13.663376462772678,0.6634988,0.015170983,0.90401626
202,0.18146254122257233,0.21342002717315792,13.43273004034809,0.5629916,0.013792299,0.90075105
203,0.5230384469032288,-0.018555757102209205,8.835263806904662,0.15178987,0.020209974,0.6796149
204,0.2667478621006012,0.04740096604414736,11.759590305278138,0.1947974,0.0044096354,0.84154093
205,0.5381453037261963,0.17922917948498035,8.711604517440835,0.30615103,0.0043892176,0.6988627
206,0.384136825799942,0.09710736057231846,10.175740340648076,0.3763865,0.03065597,0.7564597
207,0.1981962025165558,0.27308414425123156,13.049646909767512,0.6067698,0.006859355,0.88532674
208,0.29865527153015137,0.14471753181510583,11.268897897231202,0.5531248,0.036469728,0.8159682
209,0.20988160371780396,0.1881872204402731,12.80085611593275,0.53637356,0.01839383,0.87633514
210,0.30649256706237793,0.15494289821808632,11.156400577911384,0.5174798,0.03387146,0.80977243
211,0.21748632192611694,0.5026688669777644,12.646280200494129,0.7240193,0.002906016,0.87315255
212,0.215584859251976,0.17587798010569436,12.68441744802048,0.51687276,0.018364742,0.8725501
213,0.1507423222064972,0.21819763094444627,14.238247964832627,0.71688944,0.013984568,0.92400485
214,0.26754841208457947,0.21526655834144143,11.746575895688059,0.6069429,0.028381616,0.83713305
215,0.16080495715141296,0.3044308933222882,13.957605455783275,0.68464607,0.014494819,0.90731955
216,0.1495678722858429,0.32193031156876256,14.272217057343244,0.73834574,0.017340127,0.92007464
217,0.4045511782169342,0.17232705434027654,9.950865361288791,0.36428523,0.020885268,0.7481471
218,0.17956016957759857,0.27349000978033433,13.478499365348355,0.63946223,0.01002204,0.8973182
219,0.24212417006492615,0.24903674623236244,12.180218656636203,0.6817812,0.030167967,0.85470486
220,0.2184825837612152,0.5032060461702185,12.626431868158107,0.7231752,0.0029831608,0.8729609
221,0.21776537597179413,0.5086089432940268,12.640711701604925,0.7262982,0.0022769019,0.87354344
222,0.023298636078834534,0.8675768292886167,22.34729521094398,0.9701113,0.0016722651,0.98679644
223,0.14473551511764526,0.25991299571354876,14.414849109509246,0.59320724,0.012499541,0.9265061
224,0.31748145818710327,0.07941652030777602,11.003416592065644,0.27916157,0.0069610206,0.80876136
225,0.1820770502090454,0.23150648657917544,13.418047691560117,0.64042306,0.018252349,0.89801764
226,0.28191903233528137,0.23345858227242217,11.519356177337578,0.48638183,0.023556156,0.82412136
227,0.5031253099441528,0.050900998223449574,9.003838118165362,0.13118461,0.00020585525,0.71269137
228,0.19787223637104034,0.11202668271245092,13.05675151658576,0.36850756,0.010395815,0.88812596
229,0.09454963356256485,0.4146772308978887,16.264001526301545,0.76701206,0.009699538,0.9541582
230,0.32286888360977173,0.18613635054510472,10.930337900314528,0.5325908,0.037015595,0.79943454
231,0.2089931070804596,0.17762403610119562,12.819280114474306,0.55569065,0.019730536,0.8802853
232,0.1894637942314148,0.21632081843298775,13.245337594222182,0.6220832,0.01986409,0.8937478
233,0.16169197857379913,0.21792310836300646,13.933715236216212,0.5807418,0.012965962,0.9073202
234,0.1750902682542801,0.18746872935917955,13.587979870097922,0.52404326,0.012586231,0.8975195
235,0.20156599581241608,0.11145970808803582,12.976426974718239,0.3702101,0.011150964,0.8869304
236,0.16357238590717316,0.2194629909516618,13.88349954788379,0.582096,0.013300901,0.9074284
237,0.16359245777130127,0.4589812031269751,13.882967075959428,0.8325932,0.02147562,0.9037081
238,0.18508268892765045,0.22825145260007543,13.34694172971268,0.6293621,0.016457697,0.8962378
239,0.2710035741329193,0.16513162575412468,11.690849726428551,0.41684425,0.01972453,0.83365804
240,0.22630220651626587,0.13383480405684153,12.473711673302965,0.4846756,0.018988518,0.86822647
241,0.13587412238121033,0.4999912070853189,14.689232456090075,0.8075247,0.017436145,0.923388
242,0.27229586243629456,0.27649006924954195,11.67018954605991,0.6550689,0.03397149,0.8347643
243,0.25269100069999695,0.08173621546119055,11.99470237771969,0.31621385,0.00955259,0.85213894
244,0.12315426766872406,0.6161190984498378,15.116105399016506,0.83777934,0.0023518594,0.9283479
245,0.1717139482498169,0.4177348314888375,13.672544548169876,0.69858277,0.014301005,0.9019348
246,0.20026059448719025,0.24442604183477218,13.00464503686337,0.56844527,0.00907579,0.88298863
247,0.18850843608379364,0.1403387592280907,13.267292160193325,0.6114892,0.019518916,0.9010003
248,0.1422366350889206,0.26512080375431657,14.490485042678163,0.5883698,0.011415045,0.9259305
249,0.12232165783643723,0.6211791204453123,15.14556651293236,0.8391944,0.0020857092,0.9289414
250,0.2810160219669342,0.14567118142921504,11.533288992771348,0.3788033,0.021088364,0.8265211
251,0.24123643338680267,0.07800463705690006,12.196170905608843,0.31677067,0.008724438,0.85928935
252,0.2375394105911255,0.3239016806138119,12.263243444051703,0.61379087,0.025429782,0.85633385
253,0.13230565190315247,0.5965716438526711,14.80481607978766,0.82481587,0.0022326931,0.92292446
254,0.183746799826622,0.24390289292205125,13.37840173625008,0.6413216,0.016023433,0.8990312
255,0.214727520942688,0.18462226625273584,12.701722560695078,0.5417361,0.01673108,0.87649083
256,0.2840471565723419,0.21156728930515428,11.486695690736434,0.48439616,0.029025398,0.82285297
257,0.01853267103433609,0.835527956762836,23.34121986964927,0.9795218,0.0018304259,0.99115825
258,0.19204026460647583,0.20861615118883492,13.186676728600673,0.6091298,0.018306287,0.891513
259,0.14505495131015778,0.5387235434239053,14.405274324658201,0.8072783,0.0060044406,0.9148492
260,0.20520173013210297,0.43883645742970817,12.898789889294346,0.73996323,0.014598851,0.8796942
261,0.12175744771957397,0.2769640962398911,15.165644508773045,0.7818285,0.010965035,0.93897986
262,0.1993248164653778,0.12467349325532058,13.024985872857668,0.37354898,0.011051633,0.8881544
263,0.38388630747795105,0.09857209819566672,10.178573429503654,0.37743658,0.01310465,0.76273346
264,0.24652037024497986,0.09972223075677797,12.102071413094745,0.33892092,0.010552512,0.85727584
265,0.19693635404109955,0.21659211310161633,13.077340833438837,0.59969574,0.015711183,0.89091265
266,0.33977919816970825,0.15983728286635385,10.708631613573786,0.38074967,0.009466605,0.788965
267,0.26507651805877686,0.18126624348344406,11.786887206502323,0.4397373,0.02000113,0.8384335
268,0.18137545883655548,0.20138883443585595,13.434814797166684,0.56029606,0.014483508,0.90108746
269,0.1841803640127182,0.22666971728230695,13.368166651128927,0.6326626,0.017954635,0.8964907
270,0.31191715598106384,0.16035294229362435,11.080206939870363,0.3994689,0.028622761,0.8042244
271,0.28107160329818726,0.17936731230497382,11.532430440655563,0.59570175,0.03648647,0.827671
272,0.30533644556999207,0.19334998286227678,11.172813523600553,0.42583904,0.022043483,0.80761665
273,0.2560788691043854,0.28503952148776457,11.936862635457622,0.559927,0.023704056,0.84335524
274,0.16892331838607788,0.27315929058217875,13.743704154179955,0.6782942,0.019048505,0.9056145
275,0.28957101702690125,0.21160310108747626,11.403048874391505,0.46531093,0.025808357,0.81897587
276,0.2585955560207367,0.23058934356105198,11.894389386381425,0.6393327,0.031185811,0.8442896
277,0.20580025017261505,0.20825433590929726,12.886140833398407,0.5840466,0.017487992,0.8872782
278,0.33329418301582336,0.08305301358836727,10.792322343079054,0.26017874,0.013870493,0.79426754
279,0.208632230758667,0.10269251340312711,12.826785930387846,0.36659342,0.012800279,0.8846282
280,0.17375820875167847,0.1702541609028689,13.621146380632435,0.654692,0.017350173,0.90995866
281,0.2073742002248764,0.18584501042831347,12.8530527124216,0.57028717,0.018001031,0.8848346
282,0.18949125707149506,0.14943642849967614,13.244707938665288,0.418576,0.010650288,0.89471227
283,0.15188488364219666,0.5274067112467875,14.205454600181866,0.80150616,0.008479875,0.9106737
284,0.2109345644712448,0.37035997752687116,12.779122691393232,0.69422364,0.026678313,0.87375957
285,0.36272376775741577,0.11148981418805043,10.424840026905297,0.30426902,0.0061334977,0.7726149
286,0.32561877369880676,0.03438295214781955,10.893505812784568,0.25939527,0.008568864,0.8092365
287,0.1658613234758377,0.2828962875814908,13.823148549105825,0.679893,0.013534459,0.9081847
288,0.22450751066207886,0.2636575307472766,12.508291303784027,0.5735993,0.0039372975,0.86632645
289,0.12412244081497192,0.6124740222181301,15.082096396481884,0.83666843,0.0025272013,0.92785394
290,0.31855979561805725,0.09378314583729722,10.988689975210184,0.27453974,0.017974425,0.8009831
291,0.14561429619789124,0.33896378812828476,14.388559555216743,0.74434304,0.017145392,0.9191028
292,0.028250569477677345,0.8743967717005448,21.51032763729893,0.9760771,0.0022305362,0.983781
293,0.18827660381793976,0.2216512095243266,13.272636323310758,0.6136896,0.018853541,0.8936456
294,0.15985684096813202,0.22451635015780136,13.98328805172445,0.60084057,0.01372071,0.9107962
295,0.2287779301404953,0.22945069123105452,12.42645880641416,0.54890716,0.0061636018,0.86382306
296,0.41618698835372925,0.04615112811193247,9.827715096306846,0.2963843,0.038413838,0.7388195
297,0.17957516014575958,0.2468305408174349,13.47813712605772,0.64797235,0.017004158,0.9002667
298,0.18627232313156128,0.15037547251665445,13.319116320123669,0.4339522,0.012090709,0.89849275
299,0.011668606661260128,0.8692918003744576,25.350409969343875,0.98371357,0.0004952054,0.99394035
300,0.20383989810943604,0.1935060123715998,12.927707661133425,0.555681,0.018525494,0.88215417
301,0.06640923023223877,0.7270585477798561,17.79831520150694,0.9124429,0.0062777107,0.96180576
