metric,mean,std,min,max
mse,0.17164057940244676,0.041839094889295235,0.11381407827138901,0.21984170377254486
ssim,0.4118151375602611,0.07415320820082154,0.2816227978850939,0.5217624094875044
psnr,13.800858184323076,1.1199649052305805,12.599962599175552,15.459489422651025
pixcorr,0.78288733959198,0.06323424726724625,0.6467820405960083,0.8869116306304932
fid,0.012905744835734367,0.005688764620572329,0.005413113161921501,0.021380146965384483
clip_similarity,0.9099081754684448,0.025522731244564056,0.8814671635627747,0.9545626044273376
